,taz_id,yesh_id,stat11_id,prc,yesh_stat11_id,cahana_id
3042,528,8300,533,0.9895051684426194,83000533,8300533
3044,528,8300,611,0.0002583866921143136,83000611,8300611
3047,529,8300,533,0.014960918021823038,83000533,8300533
3045,529,8300,534,0.8933456319018042,83000534,8300534
3046,529,8300,611,0.09169345007643011,83000611,8300611
3018,523,8300,614,0.0014890001867057336,83000614,8300614
5387,944,8300,613,0.0024594605402344927,83000613,8300613
3073,534,8300,521,0.0031277174430904093,83000521,8300521
3081,535,8300,111,0.00013586127532103277,83000111,8300111
3107,540,8300,311,0.0032259183689282043,83000311,8300311
3109,541,8300,112,0.02748715168162514,83000112,8300112
3110,541,8300,111,0.972466195657602,83000111,8300111
3010,522,8300,617,0.003086266378371756,83000617,8300617
3108,541,8300,113,4.665266067779985e-05,83000113,8300113
3112,542,8300,126,0.000237552385197363,83000126,8300126
