stat_id,Jewish Orthodox,Jewish Non-Orthodox,Muslim,Christian,Druze,Other,pop_thou
8600414,0.038,0.962,0,0,0,0,2.6
9000111,0.034,0.966,0,0,0,0,2.7
9000113,0.04,0.96,0,0,0,0,1.8
9000131,0.006,0.994,0,0,0,0,2.4
9000133,0.004,0.996,0,0,0,0,1.6
9000212,0.019,0.981,0,0,0,0,4.7
9000214,0.008,0.992,0,0,0,0,5
9000215,0.025,0.975,0,0,0,0,1.9
9000216,0.029,0.971,0,0,0,0,3.8
9000221,0.003,0.997,0,0,0,0,3.1
9000225,0.017,0.983,0,0,0,0,3.8
9000311,0.02,0.98,0,0,0,0,3.6
9000312,0.022,0.978,0,0,0,0,4.8
9000412,0.007,0.993,0,0,0,0,2.6
9000413,0.003,0.997,0,0,0,0,7.1
9000414,0.008,0.992,0,0,0,0,6.6
9000415,0.044,0.956,0,0,0,0,6.5
9000421,0.009,0.991,0,0,0,0,5.7
9000423,0.004,0.996,0,0,0,0,4.5
9000431,0.131,0.869,0,0,0,0,2.9
9000432,0.019,0.981,0,0,0,0,3.9
9000433,0.011,0.989,0,0,0,0,1.7
9000434,0.034,0.966,0,0,0,0,4.3
9000511,0.01,0.99,0,0,0,0,2.3
9000512,0.044,0.956,0,0,0,0,3.4
9000513,0.014,0.986,0,0,0,0,3.3
9000521,0.039,0.961,0,0,0,0,2.6
9000522,0.008,0.992,0,0,0,0,2.9
9000523,0.009,0.991,0,0,0,0,3.3
9000613,0.004,0.996,0,0,0,0,4.5
9000614,0.009,0.991,0,0,0,0,2.2
9000631,0.028,0.972,0,0,0,0,4.8
9000642,0.009,0.991,0,0,0,0,4.4
9000643,0.009,0.991,0,0,0,0,4.9
9000645,0.007,0.993,0,0,0,0,8.6
30001011,0.044,0.956,0,0,0,0,4.4
30001012,0.024,0.976,0,0,0,0,4.6
30001013,0.014,0.986,0,0,0,0,3.7
30001014,0.102,0.898,0,0,0,0,3.1
30001015,0.427,0.573,0,0,0,0,4.2
30001016,0.425,0.575,0,0,0,0,3.2
30001022,0.054,0.946,0,0,0,0,1.4
30001031,0.531,0.469,0,0,0,0,5.9
30001032,0.493,0.507,0,0,0,0,3.2
30001034,0.725,0.275,0,0,0,0,4.9
30001035,0.806,0.194,0,0,0,0,4
30001041,0.013,0.987,0,0,0,0,1.5
30001043,0.059,0.941,0,0,0,0,3.3
30001044,0.288,0.712,0,0,0,0,1.6
30001121,0.059,0.941,0,0,0,0,2.2
30001122,0.132,0.868,0,0,0,0,3.8
30001123,0.039,0.961,0,0,0,0,1.5
30001124,0.211,0.789,0,0,0,0,3.1
30001131,0.007,0.993,0,0,0,0,3.2
30001132,0.108,0.892,0,0,0,0,4.1
30001133,0.035,0.965,0,0,0,0,1.8
30001134,0.06,0.94,0,0,0,0,1.4
30001141,0.014,0.986,0,0,0,0,4.3
30001142,0.053,0.947,0,0,0,0,1.7
30001143,0.086,0.914,0,0,0,0,3.5
30001211,0.057,0.943,0,0,0,0,2.4
30001212,0.066,0.934,0,0,0,0,3.5
30001213,0.01,0.99,0,0,0,0,2.4
30001214,0.022,0.978,0,0,0,0,2.4
30001215,0.101,0.899,0,0,0,0,4.5
30001216,0.237,0.763,0,0,0,0,4.1
30001217,0.102,0.898,0,0,0,0,4.3
30001221,0.294,0.706,0,0,0,0,5.7
30001222,0.056,0.944,0,0,0,0,4.5
30001223,0.169,0.831,0,0,0,0,3.3
30001311,0.336,0.664,0,0,0,0,2.6
30001312,0.23,0.77,0,0,0,0,3.2
30001313,0.057,0.943,0,0,0,0,2
30001314,0.051,0.949,0,0,0,0,2.2
30001321,0.171,0.829,0,0,0,0,1.9
30001322,0.125,0.875,0,0,0,0,1.1
30001332,0.031,0.969,0,0,0,0,2.9
30001333,0.092,0.908,0,0,0,0,1.9
30001334,0.015,0.985,0,0,0,0,2.6
30001335,0.024,0.976,0,0,0,0,2.8
30001341,0.017,0.983,0,0,0,0,1
30001342,0.055,0.945,0,0,0,0,4.8
30001343,0.024,0.976,0,0,0,0,2.3
30001344,0.055,0.945,0,0,0,0,3.2
30001345,0.121,0.879,0,0,0,0,1
30001352,0.041,0.959,0,0,0,0,2.8
30001353,0.012,0.988,0,0,0,0,2.5
30001354,0.035,0.965,0,0,0,0,2.8
30001355,0.02,0.98,0,0,0,0,2.5
30001622,0.077,0.923,0,0,0,0,8.8
30001623,0.019,0.981,0,0,0,0,1
30001631,0.022,0.978,0,0,0,0,3.1
30001632,0.031,0.969,0,0,0,0,5.9
30001633,0.013,0.987,0,0,0,0,5
30001634,0.045,0.955,0,0,0,0,4.6
30001642,0.04,0.96,0,0,0,0,2.7
